id,review_text,sentiment,sentiment_score,tokens,polarity_words
5086,"Honestly, I'm really glad with this bottle – wonderful and love, and a joy to use every day.",positive,0.801,honestly i'm really glad with this bottle – wonderful and love and a joy to use every day,wonderful love
5087,"In summary, the keyboard's performance is misleading, confusing, and annoying, making it a poor choice.",negative,-0.367,in summary the keyboard's performance is misleading confusing and annoying making it a poor choice,misleading confusing annoying poor
5088,The lamp offers a average balance between sound and durability.,neutral,0.068,the lamp offers a average balance between sound and durability,
5089,"Honestly, I'm really glad with this camera – fantastic, valuable, and stellar, and a joy to use every day.",positive,0.519,honestly i'm really glad with this camera – fantastic valuable and stellar and a joy to use every day,fantastic valuable stellar
5090,"The overall display of this adapter is overheating and disgusting, and that ruined it for me.",negative,-0.777,the overall display of this adapter is overheating and disgusting and that ruined it for me,overheating disgusting
5091,The laptop offers a okay balance between design and usability.,neutral,0.071,the laptop offers a okay balance between design and usability,
5092,"As a frequent user, I find this mouse robust, awesome, high-quality, and amazing, which makes my life less stressful.",positive,0.359,as a frequent user i find this mouse robust awesome high-quality and amazing which makes my life less stressful,robust awesome high-quality amazing
5093,This mic was a glitchy and buggy purchase; I honestly am disappointed about buying it.,negative,-0.411,this mic was a glitchy and buggy purchase; i honestly am disappointed about buying it,glitchy buggy
5094,The tablet offers a decent balance between performance and reliability.,neutral,0.069,the tablet offers a decent balance between performance and reliability,
5095,"I didn't expect much, but this tablet is superb, versatile, and stable, so I feel it was a smart choice.",positive,0.727,i didn't expect much but this tablet is superb versatile and stable so i feel it was a smart choice,superb versatile stable
5096,"This watch was a noisy, trash, and unhappy purchase; I honestly regret buying it.",negative,-0.423,this watch was a noisy trash and unhappy purchase; i honestly regret buying it,noisy trash unhappy regret
5097,The camera offers a moderate balance between battery life and reliability.,neutral,-0.035,the camera offers a moderate balance between battery life and reliability,
5098,"Using this phone has been beautiful, stylish, and efficient so far, and it fits perfectly into my study routine.",positive,0.678,using this phone has been beautiful stylish and efficient so far and it fits perfectly into my study routine,beautiful stylish efficient
5099,"The power bank has been regret, disappointing, complicated, and heating in almost every way, which is extremely time-consuming.",negative,-0.491,the power bank has been regret disappointing complicated and heating in almost every way which is extremely time-consuming,regret disappointing complicated heating
5100,The fan offers a moderate balance between display and reliability.,neutral,-0.093,the fan offers a moderate balance between display and reliability,
5101,"This printer turned out consistently fast, handy, fantabulous, and brilliant; I'm really glad with it.",positive,0.644,this printer turned out consistently fast handy fantabulous and brilliant; i'm really glad with it,fast handy fantabulous
5102,"From the first day, this router felt garbage and laggy, and it never improved.",negative,-0.835,from the first day this router felt garbage and laggy and it never improved,garbage laggy
5103,"The display of this headphones is decent, so it's acceptable for regular use.",neutral,0.065,the display of this headphones is decent so it's acceptable for regular use,
5104,"From unboxing to daily use, this earbuds feels fast, excellent, stable, and responsive; feel it was a smart choice.",positive,0.768,from unboxing to daily use this earbuds feels fast excellent stable and responsive; feel it was a smart choice,fast excellent stable
5105,"If you're thinking of buying this case, it's unreliable and trash; I would am considering replacing it.",negative,-0.734,if you're thinking of buying this case it's unreliable and trash; i would am considering replacing it,unreliable
5106,The keyboard offers a moderate balance between performance and usability.,neutral,-0.016,the keyboard offers a moderate balance between performance and usability,
5107,"From unboxing to daily use, this keyboard feels impressive and top-notch; recommend it to friends.",positive,0.554,from unboxing to daily use this keyboard feels impressive and top-notch; recommend it to friends,impressive recommend
5108,"From the first day, this printer felt regret, frustrating, flimsy, and confusing, and it never improved.",negative,-0.885,from the first day this printer felt regret frustrating flimsy and confusing and it never improved,regret frustrating flimsy confusing
